row,subj_id,list_id,item_id,A,B,Y
1041,27,4,1,A2,B2,309.6462939
1042,27,4,2,A2,B2,291.7798098
1043,27,4,3,A2,B2,301.5651054
1044,27,4,4,A2,B2,287.3098196
1045,27,4,5,A2,B2,294.5027689
1046,27,4,6,A2,B2,302.5771465
1047,27,4,7,A2,B2,307.9551223
1048,27,4,8,A2,B2,297.9387085
1049,27,4,9,A2,B2,292.9917529
1050,27,4,10,A2,B2,275.6534006
1051,27,4,11,A1,B1,275.9278892
1052,27,4,12,A1,B1,280.259971
1053,27,4,13,A1,B1,252.9594669
1054,27,4,14,A1,B1,289.2257004
1055,27,4,15,A1,B1,258.2475684
1056,27,4,16,A1,B1,299.6128626
1057,27,4,17,A1,B1,254.5552298
1058,27,4,18,A1,B1,218.5767624
1059,27,4,19,A1,B1,223.8621621
1060,27,4,20,A1,B1,269.0799543
1061,27,4,21,A1,B2,278.1399791
1062,27,4,22,A1,B2,271.5381009
1063,27,4,23,A1,B2,318.9543531
1064,27,4,24,A1,B2,364.4086499
1065,27,4,25,A1,B2,329.5255853
1066,27,4,26,A1,B2,258.5972361
1067,27,4,27,A1,B2,287.5144897
1068,27,4,28,A1,B2,291.3620376
1069,27,4,29,A1,B2,297.0851025
1070,27,4,30,A1,B2,301.6043501
1071,27,4,31,A2,B1,284.0866095
1072,27,4,32,A2,B1,264.2035739
1073,27,4,33,A2,B1,273.8225744
1074,27,4,34,A2,B1,264.6120579
1075,27,4,35,A2,B1,253.1758297
1076,27,4,36,A2,B1,272.6131401
1077,27,4,37,A2,B1,268.1283682
1078,27,4,38,A2,B1,283.533439
1079,27,4,39,A2,B1,266.5773013
1080,27,4,40,A2,B1,305.802682
1081,twenty-eight,4,1,A2,B2,236.1112177
1082,twenty-eight,4,2,A2,B2,284.9092298
1083,twenty-eight,4,3,A2,B2,283.2921106
1084,twenty-eight,4,4,A2,B2,258.6534865
1085,twenty-eight,4,5,A2,B2,269.2898758
1086,twenty-eight,4,6,A2,B2,305.2361326
1087,twenty-eight,4,7,A2,B2,273.2703809
1088,twenty-eight,4,8,A2,B2,293.0465254
1089,twenty-eight,4,9,A2,B2,287.5916901
1090,twenty-eight,4,10,A2,B2,244.4081503
1091,twenty-eight,4,11,A1,B1,203.5405352
1092,twenty-eight,4,12,A1,B1,227.9077845
1093,twenty-eight,4,13,A1,B1,220.5020591
1094,twenty-eight,4,14,A1,B1,267.802749
1095,twenty-eight,4,15,A1,B1,250.1517274
1096,twenty-eight,4,16,A1,B1,252.340082
1097,twenty-eight,4,17,A1,B1,220.7736388
1098,twenty-eight,4,18,A1,B1,218.2323275
1099,twenty-eight,4,19,A1,B1,234.9259552
1100,twenty-eight,4,20,A1,B1,245.1503014
1101,twenty-eight,4,21,A1,B2,164.2434947
1102,twenty-eight,4,22,A1,B2,205.6653809
1103,twenty-eight,4,23,A1,B2,228.6028874
1104,twenty-eight,4,24,A1,B2,282.8261104
1105,twenty-eight,4,25,A1,B2,252.6116647
1106,twenty-eight,4,26,A1,B2,222.6486434
1107,twenty-eight,4,27,A1,B2,198.9142532
1108,twenty-eight,4,28,A1,B2,225.0671435
1109,twenty-eight,4,29,A1,B2,272.5327049
1110,twenty-eight,4,30,A1,B2,224.1442656
1111,twenty-eight,4,31,A2,B1,276.7518854
1112,twenty-eight,4,32,A2,B1,259.2616789
1113,twenty-eight,4,33,A2,B1,243.7875807
1114,twenty-eight,4,34,A2,B1,267.1448534
1115,twenty-eight,4,35,A2,B1,274.2491253
1116,twenty-eight,4,36,A2,B1,258.2412576
1117,twenty-eight,4,37,A2,B1,258.3754819
1118,twenty-eight,4,38,A2,B1,202.5827026
1119,twenty-eight,4,39,A2,B1,253.0309198
1120,twenty-eight,4,40,A2,B1,237.3779279
1121,29,1,1,A1,B1,208.2702433
1122,29,1,2,A1,B1,239.3335692
1123,29,1,3,A1,B1,252.8027598
1124,29,1,4,A1,B1,253.9746282
1125,29,1,5,A1,B1,201.6632284
1126,29,1,6,A1,B1,201.6709308
1127,29,1,7,A1,B1,218.7775965
1128,29,1,8,A1,B1,286.6361025
1129,29,1,9,A1,B1,229.1815902
1130,29,1,10,A1,B1,243.9232318
1131,29,1,11,A1,B2,240.359291
1132,29,1,12,A1,B2,265.0592937
1133,29,1,13,A1,B2,237.729212
1134,29,1,14,A1,B2,214.4053641
1135,29,1,15,A1,B2,209.1800646
1136,29,1,16,A1,B2,246.4140071
1137,29,1,17,A1,B2,228.2644888
1138,29,1,18,A1,B2,226.042608
1139,29,1,19,A1,B2,132.5104961
1140,29,1,20,A1,B2,239.3776307
1141,29,1,21,A2,B1,230.5278387
1142,29,1,22,A2,B1,220.6005194
1143,29,1,23,A2,B1,209.06705
1144,29,1,24,A2,B1,217.5876126
1145,29,1,25,A2,B1,244.0977094
1146,29,1,26,A2,B1,235.0338093
1147,29,1,27,A2,B1,213.894909
1148,29,1,28,A2,B1,236.7454178
1149,29,1,29,A2,B1,243.512072
1150,29,1,30,A2,B1,253.0503794
1151,29,1,31,A2,B2,230.8128264
1152,29,1,32,A2,B2,242.2073738
1153,29,1,33,A2,B2,229.5936247
1154,29,1,34,A2,B2,301.4144533
1155,29,1,35,A2,B2,242.4879172
1156,29,1,36,A2,B2,261.6091001
1157,29,1,37,A2,B2,261.8708008
1158,29,1,38,A2,B2,233.0682048
1159,29,1,39,A2,B2,235.4715001
1160,29,1,40,A2,B2,285.1070187
1161,30,2,1,A1,B2,225.0498747
1162,30,2,2,A1,B2,258.9807773
1163,30,2,3,A1,B2,248.9468673
1164,30,2,4,A1,B2,259.4403017
1165,30,2,5,A1,B2,214.4396436
1166,30,2,6,A1,B2,226.3239834
1167,30,2,7,A1,B2,222.2964452
1168,30,2,8,A1,B2,270.7017427
1169,30,2,9,A1,B2,250.8405192
1170,30,2,10,A1,B2,231.6511469
1171,30,2,11,A2,B1,247.0633466
1172,30,2,12,A2,B1,246.720162
1173,30,2,13,A2,B1,239.3932982
1174,30,2,14,A2,B1,251.564782
1175,30,2,15,A2,B1,286.1749716
1176,30,2,16,A2,B1,236.8981357
1177,30,2,17,A2,B1,253.7167168
1178,30,2,18,A2,B1,228.8480217
1179,30,2,19,A2,B1,231.9884942
1180,30,2,20,A2,B1,215.1183633
1181,30,2,21,A2,B2,184.4007479
1182,30,2,22,A2,B2,172.0505326
1183,30,2,23,A2,B2,239.4628864
1184,30,2,24,A2,B2,250.3970021
1185,30,2,25,A2,B2,243.4285909
1186,30,2,26,A2,B2,213.6820157
1187,30,2,27,A2,B2,198.9696552
1188,30,2,28,A2,B2,217.4975905
1189,30,2,29,A2,B2,231.1436091
1190,30,2,30,A2,B2,204.3010186
1191,30,2,31,A1,B1,268.0590615
1192,30,2,32,A1,B1,227.885268
1193,30,2,33,A1,B1,304.3325812
1194,30,2,34,A1,B1,235.8628681
1195,30,2,35,A1,B1,268.4366799
1196,30,2,36,A1,B1,263.545539
1197,30,2,37,A1,B1,269.136717
1198,30,2,38,A1,B1,269.8601948
1199,30,2,39,A1,B1,279.4578194
1200,30,2,40,A1,B1,246.7950581
1201,31,4,1,A2,B2,220.1868829
1202,31,4,2,A2,B2,249.8874144
1203,31,4,3,A2,B2,261.4387162
1204,31,4,4,A2,B2,233.5113981
1205,31,4,5,A2,B2,279.7878512
1206,31,4,6,A2,B2,221.4910917
1207,31,4,7,A2,B2,250.9028882
1208,31,4,8,A2,B2,224.7752875
1209,31,4,9,A2,B2,254.1991748
1210,31,4,10,A2,B2,208.5367924
1211,31,4,11,A1,B1,255.9759714
1212,31,4,12,A1,B1,235.3618722
1213,31,4,13,A1,B1,274.7384826
1214,31,4,14,A1,B1,325.5123478
1215,31,4,15,A1,B1,296.628019
1216,31,4,16,A1,B1,267.3886922
1217,31,4,17,A1,B1,251.405932
1218,31,4,18,A1,B1,249.3630482
1219,31,4,19,A1,B1,225.7910581
1220,31,4,20,A1,B1,274.4595758
1221,31,4,21,A1,B2,234.8377059
1222,31,4,22,A1,B2,205.4766249
1223,31,4,23,A1,B2,271.8063549
1224,31,4,24,A1,B2,329.0409202
1225,31,4,25,A1,B2,314.2670046
1226,31,4,26,A1,B2,267.4496691
1227,31,4,27,A1,B2,288.8802045
1228,31,4,28,A1,B2,298.7916282
1229,31,4,29,A1,B2,311.6908022
1230,31,4,30,A1,B2,280.9709017
1231,31,4,31,A2,B1,219.1397502
1232,31,4,32,A2,B1,234.8082495
1233,31,4,33,A2,B1,261.9907293
1234,31,4,34,A2,B1,215.4445811
1235,31,4,35,A2,B1,236.2592956
1236,31,4,36,A2,B1,222.6706311
1237,31,4,37,A2,B1,252.5864417
1238,31,4,38,A2,B1,238.307182
1239,31,4,39,A2,B1,271.3779164
1240,31,4,40,A2,B1,251.720915
1241,32,2,1,A1,B2,176.9583512
1242,32,2,2,A1,B2,197.2846697
1243,32,2,3,A1,B2,206.2714183
1244,32,2,4,A1,B2,221.9706267
1245,32,2,5,A1,B2,183.5007035
1246,32,2,6,A1,B2,169.1156754
1247,32,2,7,A1,B2,219.6020402
1248,32,2,8,A1,B2,225.3757675
1249,32,2,9,A1,B2,178.4073977
1250,32,2,10,A1,B2,159.7276
1251,32,2,11,A2,B1,248.0318165
1252,32,2,12,A2,B1,240.4430894
1253,32,2,13,A2,B1,223.0261632
1254,32,2,14,A2,B1,287.6903089
1255,32,2,15,A2,B1,248.9048132
1256,32,2,16,A2,B1,262.0760184
1257,32,2,17,A2,B1,251.1339968
1258,32,2,18,A2,B1,222.0881151
1259,32,2,19,A2,B1,210.5524568
1260,32,2,20,A2,B1,265.8502968
1261,32,2,21,A2,B2,245.0860919
1262,32,2,22,A2,B2,231.0491614
1263,32,2,23,A2,B2,303.525939
1264,32,2,24,A2,B2,267.0122994
1265,32,2,25,A2,B2,291.6362884
1266,32,2,26,A2,B2,237.1597341
1267,32,2,27,A2,B2,262.4086221
1268,32,2,28,A2,B2,286.5819959
1269,32,2,29,A2,B2,227.4311816
1270,32,2,30,A2,B2,247.7711287
1271,32,2,31,A1,B1,231.3560373
1272,32,2,32,A1,B1,184.1667316
1273,32,2,33,A1,B1,274.6600454
1274,32,2,34,A1,B1,250.8071958
1275,32,2,35,A1,B1,244.9816102
1276,32,2,36,A1,B1,220.5400517
1277,32,2,37,A1,B1,194.2517263
1278,32,2,38,A1,B1,254.5592715
1279,32,2,39,A1,B1,231.5520523
1280,32,2,40,A1,B1,260.4023437
1281,33,3,1,A2,B1,247.2600196
1282,33,3,2,A2,B1,230.7735891
1283,33,3,3,A2,B1,271.347499
1284,33,3,4,A2,B1,244.7060081
1285,33,3,5,A2,B1,244.9296988
1286,33,3,6,A2,B1,248.2142203
1287,33,3,7,A2,B1,268.7379192
1288,33,3,8,A2,B1,241.572024
1289,33,3,9,A2,B1,278.0340486
1290,33,3,10,A2,B1,214.2096026
1291,33,3,11,A2,B2,247.5036657
1292,33,3,12,A2,B2,272.4535057
1293,33,3,13,A2,B2,278.5159371
1294,33,3,14,A2,B2,222.6721952
1295,33,3,15,A2,B2,256.1133403
1296,33,3,16,A2,B2,272.1629315
1297,33,3,17,A2,B2,245.5782507
1298,33,3,18,A2,B2,267.4865663
1299,33,3,19,A2,B2,235.921784
1300,33,3,20,A2,B2,273.5411085
1301,33,3,21,A1,B1,242.079951
1302,33,3,22,A1,B1,241.8504607
1303,33,3,23,A1,B1,262.5775731
1304,33,3,24,A1,B1,279.2591979
1305,33,3,25,A1,B1,249.9330622
1306,33,3,26,A1,B1,254.323887
1307,33,3,27,A1,B1,289.1281601
1308,33,3,28,A1,B1,275.8264255
1309,33,3,29,A1,B1,306.42358
1310,33,3,30,A1,B1,288.7089038
1311,33,3,31,A1,B2,214.251297
1312,33,3,32,A1,B2,295.3231696
1313,33,3,33,A1,B2,263.2739961
1314,33,3,34,A1,B2,243.4734632
1315,33,3,35,A1,B2,244.3655224
1316,33,3,36,A1,B2,230.9459202
1317,33,3,37,A1,B2,250.6617841
1318,33,3,38,A1,B2,238.5134219
1319,33,3,39,A1,B2,231.6855568
1320,33,3,40,A1,B2,291.3643348
1321,34,3,1,A2,B1,266.2689413
1322,34,3,2,A2,B1,244.8837673
1323,34,3,3,A2,B1,240.121619
1324,34,3,4,A2,B1,299.0119356
1325,34,3,5,A2,B1,280.4956459
1326,34,3,6,A2,B1,222.7719138
1327,34,3,7,A2,B1,227.2186933
1328,34,3,8,A2,B1,282.8184894
1329,34,3,9,A2,B1,223.0740367
1330,34,3,10,A2,B1,278.6487823
1331,34,3,11,A2,B2,244.1637573
1332,34,3,12,A2,B2,279.6147225
1333,34,3,13,A2,B2,290.2203667
1334,34,3,14,A2,B2,253.558207
1335,34,3,15,A2,B2,257.8949195
1336,34,3,16,A2,B2,300.9537474
1337,34,3,17,A2,B2,279.3357654
1338,34,3,18,A2,B2,285.3817397
1339,34,3,19,A2,B2,271.8639603
1340,34,3,20,A2,B2,329.1177763
1341,34,3,21,A1,B1,217.9796328
1342,34,3,22,A1,B1,232.3515115
1343,34,3,23,A1,B1,249.4197096
1344,34,3,24,A1,B1,269.7381433
1345,34,3,25,A1,B1,263.2652859
1346,34,3,26,A1,B1,273.5931837
1347,34,3,27,A1,B1,255.0430654
1348,34,3,28,A1,B1,257.5238421
1349,34,3,29,A1,B1,259.6450663
1350,34,3,30,A1,B1,276.5724602
1351,34,3,31,A1,B2,188.1074369
1352,34,3,32,A1,B2,262.500582
1353,34,3,33,A1,B2,286.4448115
1354,34,3,34,A1,B2,203.3715792
1355,34,3,35,A1,B2,252.9471372
1356,34,3,36,A1,B2,228.750776
1357,34,3,37,A1,B2,232.8872008
1358,34,3,38,A1,B2,219.4117028
1359,34,3,39,A1,B2,223.4658397
1360,34,3,40,A1,B2,278.3490061
1361,35,3,1,A2,B1,252.3854233
1362,35,3,2,A2,B1,276.7823436
1363,35,3,3,A2,B1,208.0663774
1364,35,3,4,A2,B1,287.967424
1365,35,3,5,A2,B1,255.55243
1366,35,3,6,A2,B1,237.0862651
1367,35,3,7,A2,B1,250.664602
1368,35,3,8,A2,B1,258.6772647
1369,35,3,9,A2,B1,244.6341521
1370,35,3,10,A2,B1,239.5810646
1371,35,3,11,A2,B2,273.8389125
1372,35,3,12,A2,B2,295.1202669
1373,35,3,13,A2,B2,304.3717787
1374,35,3,14,A2,B2,289.3737836
1375,35,3,15,A2,B2,293.2052785
1376,35,3,16,A2,B2,275.7259894
1377,35,3,17,A2,B2,274.5049968
1378,35,3,18,A2,B2,296.0056292
1379,35,3,19,A2,B2,288.5534147
1380,35,3,20,A2,B2,305.7051874
1381,35,3,21,A1,B1,237.9493666
1382,35,3,22,A1,B1,236.5085948
1383,35,3,23,A1,B1,228.4240044
1384,35,3,24,A1,B1,252.8723398
1385,35,3,25,A1,B1,237.1938025
1386,35,3,26,A1,B1,251.336982
1387,35,3,27,A1,B1,280.6265042
1388,35,3,28,A1,B1,274.4045746
1389,35,3,29,A1,B1,281.1599581
1390,35,3,30,A1,B1,250.370741
1391,35,3,31,A1,B2,217.8368961
1392,35,3,32,A1,B2,292.2568824
1393,35,3,33,A1,B2,251.3651661
1394,35,3,34,A1,B2,275.8586604
1395,35,3,35,A1,B2,290.6472796
1396,35,3,36,A1,B2,264.2461333
1397,35,3,37,A1,B2,302.7728938
1398,35,3,38,A1,B2,239.955515
1399,35,3,39,A1,B2,251.8507584
1400,35,3,40,A1,B2,300.0235967
1401,36,2,1,A1,B2,207.3196759
1402,36,2,2,A1,B2,307.7526478
1403,36,2,3,A1,B2,254.389801
1404,36,2,4,A1,B2,252.2429391
1405,36,2,5,A1,B2,229.4471386
1406,36,2,6,A1,B2,232.7567766
1407,36,2,7,A1,B2,257.1616724
1408,36,2,8,A1,B2,267.4078914
1409,36,2,9,A1,B2,220.912461
1410,36,2,10,A1,B2,200.0874066
1411,36,2,11,A2,B1,213.2826225
1412,36,2,12,A2,B1,229.9823821
1413,36,2,13,A2,B1,267.8577988
1414,36,2,14,A2,B1,259.1784717
1415,36,2,15,A2,B1,221.0230248
1416,36,2,16,A2,B1,238.3441409
1417,36,2,17,A2,B1,178.2449313
1418,36,2,18,A2,B1,244.4610201
1419,36,2,19,A2,B1,210.9379027
1420,36,2,20,A2,B1,232.6784598
1421,36,2,21,A2,B2,242.1439764
1422,36,2,22,A2,B2,232.345613
1423,36,2,23,A2,B2,228.3111318
1424,36,2,24,A2,B2,277.3207035
1425,36,2,25,A2,B2,256.9325039
1426,36,2,26,A2,B2,234.3043891
1427,36,2,27,A2,B2,210.4249427
1428,36,2,28,A2,B2,273.4719642
1429,36,2,29,A2,B2,255.0829077
1430,36,2,30,A2,B2,236.9134091
1431,36,2,31,A1,B1,261.0676644
1432,36,2,32,A1,B1,222.400454
1433,36,2,33,A1,B1,263.3467537
1434,36,2,34,A1,B1,240.0237184
1435,36,2,35,A1,B1,208.2296014
1436,36,2,36,A1,B1,231.1202437
1437,36,2,37,A1,B1,243.3008451
1438,36,2,38,A1,B1,263.5267323
1439,36,2,39,A1,B1,236.7950977
1440,36,2,40,A1,B1,256.7534338
1441,37,1,1,A1,B1,233.5282722
1442,37,1,2,A1,B1,214.2443136
1443,37,1,3,A1,B1,248.1820344
1444,37,1,4,A1,B1,229.0203213
1445,37,1,5,A1,B1,226.1420253
1446,37,1,6,A1,B1,203.7421991
1447,37,1,7,A1,B1,213.2995604
1448,37,1,8,A1,B1,279.4827854
1449,37,1,9,A1,B1,209.2914663
1450,37,1,10,A1,B1,248.2134955
1451,37,1,11,A1,B2,266.1796574
1452,37,1,12,A1,B2,256.6331205
1453,37,1,13,A1,B2,258.0958309
1454,37,1,14,A1,B2,297.1885082
1455,37,1,15,A1,B2,265.6292692
1456,37,1,16,A1,B2,297.763951
1457,37,1,17,A1,B2,234.9616151
1458,37,1,18,A1,B2,274.6295504
1459,37,1,19,A1,B2,204.8550157
1460,37,1,20,A1,B2,285.3678782
1461,37,1,21,A2,B1,256.0073248
1462,37,1,22,A2,B1,233.4074943
1463,37,1,23,A2,B1,274.2707727
1464,37,1,24,A2,B1,234.8368874
1465,37,1,25,A2,B1,225.9215157
1466,37,1,26,A2,B1,291.6028506
1467,37,1,27,A2,B1,271.1860813
1468,37,1,28,A2,B1,237.3450843
1469,37,1,29,A2,B1,299.6999155
1470,37,1,30,A2,B1,271.352713
1471,37,1,31,A2,B2,229.5445504
1472,37,1,32,A2,B2,253.8671438
1473,37,1,33,A2,B2,245.1900494
1474,37,1,34,A2,B2,273.4521203
1475,37,1,35,A2,B2,231.6857567
1476,37,1,36,A2,B2,276.9910899
1477,37,1,37,A2,B2,292.292164
1478,37,1,38,A2,B2,255.0766898
1479,37,1,39,A2,B2,257.1645852
1480,37,1,40,A2,B2,262.5797181
1481,38,1,1,A1,B1,214.1146604
1482,38,1,2,A1,B1,240.3625833
1483,38,1,3,A1,B1,247.7352548
